Designator,Mid X,Mid Y,Rotation,Layer
C4_17,129.078,-46.167,180.0,top
C4_16,186.156,-96.909,180.0,top
C4_15,148.104,-71.538,180.0,top
C4_14,129.078,-71.538,180.0,top
C4_13,186.156,-122.28,180.0,top
C4_12,167.13,-71.538,180.0,top
C4_11,129.078,-122.28,180.0,top
C4_10,129.078,-96.909,180.0,top
C4_9,110.052,-71.538,180.0,top
C4_8,148.104,-46.167,180.0,top
C4_7,186.156,-71.538,180.0,top
C4_6,186.156,-46.167,180.0,top
C4_5,148.104,-96.909,180.0,top
C4_4,110.052,-46.167,180.0,top
C4_3,110.052,-122.28,180.0,top
C4_2,110.052,-96.909,180.0,top
C4,167.13,-122.28,180.0,top
C5_20,141.627,-46.167,180.0,top
C5_19,103.575,-71.538,180.0,top
C5_18,141.627,-96.909,180.0,top
C5_17,103.575,-46.167,180.0,top
C5_16,160.653,-46.167,180.0,top
C5_15,179.679,-122.28,180.0,top
C5_14,160.653,-71.538,180.0,top
C5_13,103.575,-122.28,180.0,top
C5_12,179.679,-71.538,180.0,top
C5_11,179.679,-96.909,180.0,top
C5_10,160.653,-96.909,180.0,top
C5_9,103.575,-96.909,180.0,top
C5_8,122.601,-96.909,180.0,top
C5_7,122.601,-71.538,180.0,top
C5_6,122.601,-46.167,180.0,top
C5_5,160.653,-122.28,180.0,top
C5_4,122.601,-122.28,180.0,top
C5_3,179.679,-46.167,180.0,top
C5_2,141.627,-122.28,180.0,top
C5,141.627,-71.538,180.0,top
C6_20,157.859,-128.757,270.0,top
C6_19,119.807,-78.015,270.0,top
C6_18,100.781,-103.386,270.0,top
C6_17,100.781,-78.015,270.0,top
C6_16,100.781,-128.757,270.0,top
C6_15,100.781,-52.644,270.0,top
C6_14,138.833,-78.015,270.0,top
C6_13,138.833,-52.644,270.0,top
C6_12,176.885,-128.757,270.0,top
C6_11,157.859,-78.015,270.0,top
C6_10,138.833,-128.757,270.0,top
C6_9,119.807,-103.386,270.0,top
C6_8,157.859,-103.386,270.0,top
C6_7,157.859,-52.644,270.0,top
C6_6,119.807,-128.757,270.0,top
C6_5,176.885,-78.015,270.0,top
C6_4,176.885,-103.386,270.0,top
C6_3,138.833,-103.386,270.0,top
C6_2,176.885,-52.644,270.0,top
C6,119.807,-52.644,270.0,top
C7_20,120.94,-58.232,0.0,top
C7_19,120.94,-134.345,0.0,top
C7_18,139.966,-108.974,0.0,top
C7_17,158.992,-58.232,0.0,top
C7_16,139.966,-83.603,0.0,top
C7_15,101.914,-58.232,0.0,top
C7_14,158.992,-83.603,0.0,top
C7_13,158.992,-134.345,0.0,top
C7_12,139.966,-134.345,0.0,top
C7_11,101.914,-83.603,0.0,top
C7_10,178.018,-83.603,0.0,top
C7_9,158.992,-108.974,0.0,top
C7_8,139.966,-58.232,0.0,top
C7_7,120.94,-108.974,0.0,top
C7_6,178.018,-58.232,0.0,top
C7_5,101.914,-108.974,0.0,top
C7_4,120.94,-83.603,0.0,top
C7_3,101.914,-134.345,0.0,top
C7_2,178.018,-134.345,0.0,top
C7,178.018,-108.974,0.0,top
C8_20,168.781,-58.359,180.0,top
C8_19,111.703,-109.101,180.0,top
C8_18,168.781,-134.472,180.0,top
C8_17,187.807,-83.73,180.0,top
C8_16,111.703,-58.359,180.0,top
C8_15,149.755,-134.472,180.0,top
C8_14,168.781,-109.101,180.0,top
C8_13,187.807,-109.101,180.0,top
C8_12,149.755,-83.73,180.0,top
C8_11,187.807,-58.359,180.0,top
C8_10,130.729,-109.101,180.0,top
C8_9,187.807,-134.472,180.0,top
C8_8,130.729,-134.472,180.0,top
C8_7,130.729,-58.359,180.0,top
C8_6,111.703,-134.472,180.0,top
C8_5,149.755,-109.101,180.0,top
C8_4,130.729,-83.73,180.0,top
C8_3,111.703,-83.73,180.0,top
C8_2,149.755,-58.359,180.0,top
C8,168.781,-83.73,180.0,top
C9_20,151.025,-76.11,270.0,top
C9_19,189.077,-76.11,270.0,top
C9_18,151.025,-50.739,270.0,top
C9_17,170.051,-101.481,270.0,top
C9_16,151.025,-101.481,270.0,top
C9_15,112.973,-101.481,270.0,top
C9_14,170.051,-50.739,270.0,top
C9_13,131.999,-76.11,270.0,top
C9_12,170.051,-76.11,270.0,top
C9_11,189.077,-50.739,270.0,top
C9_10,131.999,-50.739,270.0,top
C9_9,189.077,-126.852,270.0,top
C9_8,189.077,-101.481,270.0,top
C9_7,112.973,-50.739,270.0,top
C9_6,131.999,-126.852,270.0,top
